userId,movieId,pred_rating,genres
1,1076,4.253053654,Drama|Horror|Thriller
1,2939,4.253053654,Drama|Thriller
1,3338,4.253053654,Documentary
1,3456,4.253053654,Drama
1,4194,4.253053654,Drama|Romance|War
1,5721,4.253053654,Drama
1,6668,4.253053654,Drama|Romance
1,6849,4.253053654,Drama|Fantasy|Musical
1,7020,4.253053654,Comedy|Drama|Romance
1,7792,4.253053654,Thriller
1,8765,4.253053654,Crime|Film-Noir|Thriller
1,25855,4.253053654,Crime|Drama|Thriller
1,26085,4.253053654,Adventure|Drama|Romance
1,30892,4.253053654,Animation|Documentary
1,32160,4.253053654,Comedy
1,32371,4.253053654,Crime|Drama|Film-Noir
1,34482,4.253053654,Drama
1,85565,4.253053654,Comedy|Romance
2,1076,3.776650551,Drama|Horror|Thriller
2,2939,3.776650551,Drama|Thriller
2,3338,3.776650551,Documentary
2,3456,3.776650551,Drama
2,4194,3.776650551,Drama|Romance|War
2,5721,3.776650551,Drama
2,6668,3.776650551,Drama|Romance
2,6849,3.776650551,Drama|Fantasy|Musical
2,7020,3.776650551,Comedy|Drama|Romance
2,7792,3.776650551,Thriller
2,8765,3.776650551,Crime|Film-Noir|Thriller
2,25855,3.776650551,Crime|Drama|Thriller
2,26085,3.776650551,Adventure|Drama|Romance
2,30892,3.776650551,Animation|Documentary
2,32160,3.776650551,Comedy
2,32371,3.776650551,Crime|Drama|Film-Noir
2,34482,3.776650551,Drama
2,85565,3.776650551,Comedy|Romance
3,1076,2.626329767,Drama|Horror|Thriller
3,2939,2.626329767,Drama|Thriller
3,3338,2.626329767,Documentary
3,3456,2.626329767,Drama
3,4194,2.626329767,Drama|Romance|War
3,5721,2.626329767,Drama
3,6668,2.626329767,Drama|Romance
3,6849,2.626329767,Drama|Fantasy|Musical
3,7020,2.626329767,Comedy|Drama|Romance
3,7792,2.626329767,Thriller
3,8765,2.626329767,Crime|Film-Noir|Thriller
3,25855,2.626329767,Crime|Drama|Thriller
3,26085,2.626329767,Adventure|Drama|Romance
3,30892,2.626329767,Animation|Documentary
3,32160,2.626329767,Comedy
3,32371,2.626329767,Crime|Drama|Film-Noir
3,34482,2.626329767,Drama
3,85565,2.626329767,Comedy|Romance
4,1076,3.221175858,Drama|Horror|Thriller
4,2939,3.221175858,Drama|Thriller
4,3338,3.221175858,Documentary
4,3456,3.221175858,Drama
4,4194,3.221175858,Drama|Romance|War
4,5721,3.221175858,Drama
4,6668,3.221175858,Drama|Romance
4,6849,3.221175858,Drama|Fantasy|Musical
4,7020,3.221175858,Comedy|Drama|Romance
4,7792,3.221175858,Thriller
4,8765,3.221175858,Crime|Film-Noir|Thriller
4,25855,3.221175858,Crime|Drama|Thriller
4,26085,3.221175858,Adventure|Drama|Romance
4,30892,3.221175858,Animation|Documentary
4,32160,3.221175858,Comedy
4,32371,3.221175858,Crime|Drama|Film-Noir
4,34482,3.221175858,Drama
4,85565,3.221175858,Comedy|Romance
5,1076,3.45591967,Drama|Horror|Thriller
